Date,Open,High,Low,Close,Adj Close,Volume
2019-04-01,21000.000000,23450.000000,19800.000000,20600.000000,20388.132813,12386687
2019-05-01,20600.000000,21950.000000,20000.000000,20650.000000,20437.617188,14046626
2019-06-01,20500.000000,23000.000000,20300.000000,22700.000000,22466.533203,12216059
2019-07-01,22950.000000,23650.000000,18400.000000,18700.000000,18507.673828,13422254
2019-08-01,18500.000000,19200.000000,16550.000000,17300.000000,17122.072266,14457014
2019-09-01,17150.000000,18900.000000,17100.000000,17950.000000,17765.386719,10337353
2019-10-01,17800.000000,18400.000000,15950.000000,16350.000000,16181.842773,11551818
2019-11-01,16250.000000,19000.000000,16100.000000,17550.000000,17369.501953,16966085
2019-12-01,17550.000000,19450.000000,17400.000000,18850.000000,18656.130859,9524309
2020-01-01,18850.000000,20250.000000,16850.000000,16850.000000,16850.000000,15460647
2020-02-01,16450.000000,20461.414063,16150.000000,17392.203125,17392.203125,23409013
2020-03-01,17635.791016,18512.708984,9129.688477,13056.331055,13056.331055,33258938
2020-04-01,12958.895508,14566.578125,12081.978516,14176.836914,14176.836914,23294449
2020-05-01,14176.836914,17157.429688,13328.512695,15654.943359,15654.943359,46925062
2020-06-01,16285.018555,19871.599609,16091.149414,18659.917969,18659.917969,61640015
2020-07-01,18805.320313,27093.230469,17932.908203,24718.332031,24718.332031,89341645
2020-08-01,24718.332031,39888.601563,24233.658203,38725.386719,38725.386719,93174462
2020-09-01,39016.191406,50696.816406,33587.851563,37271.367188,37271.367188,188225792
2020-10-01,37271.367188,48951.992188,37271.367188,42360.437500,42360.437500,112608316
2020-11-01,42990.511719,52344.703125,40034.003906,46286.289063,46286.289063,143979568
2020-12-01,44977.671875,47207.167969,42554.304688,46431.691406,46431.691406,74315883
2021-01-01,46431.691406,58742.390625,45801.617188,49800.000000,49800.000000,97792937
2021-02-01,49250.000000,55700.000000,44550.000000,45050.000000,45050.000000,34005034
2021-03-01,45050.000000,51900.000000,40100.000000,50100.000000,50100.000000,42947659
2021-04-01,50700.000000,51400.000000,46050.000000,46050.000000,46050.000000,39638793
2021-05-01,45950.000000,47800.000000,43500.000000,45000.000000,45000.000000,23408189
2021-06-01,45100.000000,47700.000000,42800.000000,44550.000000,44550.000000,36595510
2021-07-01,44550.000000,45050.000000,38800.000000,39100.000000,39100.000000,23878897
2021-08-01,38950.000000,41250.000000,36000.000000,40750.000000,40750.000000,25727887
2021-09-01,40400.000000,45100.000000,38600.000000,44800.000000,44800.000000,33821810
