Date,Open,High,Low,Close,Adj Close,Volume
2016-07-01,259000.000000,265000.000000,238500.000000,243500.000000,226950.828125,4706596
2016-08-01,244000.000000,276000.000000,244000.000000,270500.000000,252115.843750,4874532
2016-09-01,271500.000000,271500.000000,227500.000000,241500.000000,225086.765625,6201547
2016-10-01,241500.000000,254500.000000,230000.000000,246500.000000,229746.968750,5556723
2016-11-01,245500.000000,255000.000000,215500.000000,226500.000000,211106.234375,5285055
2016-12-01,230000.000000,267000.000000,227000.000000,261000.000000,243261.484375,4722105
2017-01-01,250000.000000,287500.000000,247500.000000,262000.000000,248862.625000,5095836
2017-02-01,265000.000000,285000.000000,265000.000000,283000.000000,268809.656250,4609824
2017-03-01,283000.000000,300000.000000,264000.000000,294000.000000,279258.062500,6267909
2017-04-01,296000.000000,297000.000000,270500.000000,274000.000000,260260.906250,3990842
2017-05-01,274000.000000,311000.000000,273500.000000,302000.000000,286856.937500,4830662
2017-06-01,301000.000000,305500.000000,270000.000000,291000.000000,276408.468750,5955167
2017-07-01,294000.000000,338000.000000,285500.000000,328000.000000,311553.187500,6148502
2017-08-01,328500.000000,383000.000000,325000.000000,379000.000000,359995.937500,5551799
2017-09-01,378000.000000,411000.000000,362500.000000,392000.000000,372344.062500,5565810
2017-10-01,392000.000000,409000.000000,367500.000000,403500.000000,383267.437500,5191064
2017-11-01,407000.000000,426000.000000,388500.000000,417500.000000,396565.437500,5742678
2017-12-01,412000.000000,422500.000000,388000.000000,405000.000000,384692.187500,3864825
2018-01-01,405000.000000,447500.000000,395000.000000,432000.000000,416716.687500,4028636
2018-02-01,434500.000000,440000.000000,361500.000000,383000.000000,369450.218750,4653427
2018-03-01,383000.000000,420000.000000,372500.000000,385500.000000,371861.750000,3894100
2018-04-01,394000.000000,398500.000000,350500.000000,360000.000000,347263.906250,4140320
2018-05-01,360000.000000,360000.000000,326500.000000,338500.000000,326524.500000,5359623
2018-06-01,338000.000000,383500.000000,323000.000000,333500.000000,321701.406250,5907232
2018-07-01,332500.000000,380500.000000,312000.000000,375000.000000,361733.218750,6754396
2018-08-01,376500.000000,393000.000000,351000.000000,366000.000000,353051.625000,5539195
2018-09-01,365500.000000,373000.000000,338000.000000,365500.000000,352569.343750,3873620
2018-10-01,365500.000000,373000.000000,302000.000000,347000.000000,334723.812500,5469695
2018-11-01,350000.000000,363500.000000,321500.000000,345500.000000,333276.875000,4842797
2018-12-01,351500.000000,366000.000000,337500.000000,347000.000000,334723.812500,3860539
2019-01-01,347000.000000,385000.000000,321500.000000,368000.000000,361118.843750,4385046
2019-02-01,369500.000000,395000.000000,366000.000000,390500.000000,383198.156250,3635159
2019-03-01,390500.000000,400000.000000,358000.000000,366000.000000,359156.250000,4036315
2019-04-01,367000.000000,390000.000000,354000.000000,361000.000000,354249.750000,4281406
2019-05-01,361000.000000,366000.000000,319000.000000,333000.000000,326773.312500,4196004
2019-06-01,330000.000000,356000.000000,328500.000000,354500.000000,347871.312500,3061399
2019-07-01,360000.000000,361500.000000,325000.000000,337500.000000,331189.187500,3503842
2019-08-01,338500.000000,339000.000000,301000.000000,330500.000000,324320.093750,2999891
2019-09-01,322000.000000,330500.000000,297500.000000,299500.000000,293899.718750,4188691
2019-10-01,299000.000000,310500.000000,286500.000000,307500.000000,301750.156250,4055533
2019-11-01,308000.000000,325500.000000,301000.000000,306500.000000,300768.843750,3466779
2019-12-01,308000.000000,321000.000000,292000.000000,317500.000000,311563.156250,3565344
2020-01-01,317500.000000,359000.000000,301500.000000,337500.000000,333353.812500,6191588
2020-02-01,328500.000000,422500.000000,325500.000000,368000.000000,363479.125000,10551353
2020-03-01,368500.000000,412000.000000,230000.000000,305000.000000,301253.062500,14821478
2020-04-01,305000.000000,376500.000000,280000.000000,376500.000000,371874.687500,10337323
2020-05-01,376500.000000,416000.000000,330000.000000,390500.000000,385702.718750,11089158
2020-06-01,391000.000000,520000.000000,389500.000000,490500.000000,484474.218750,15173513
2020-07-01,499000.000000,580000.000000,487500.000000,568000.000000,561022.125000,10339294
2020-08-01,578000.000000,785000.000000,577000.000000,740000.000000,730909.125000,18722042
2020-09-01,741000.000000,774000.000000,604000.000000,654000.000000,645965.625000,18533683
2020-10-01,654000.000000,698000.000000,605000.000000,611000.000000,603493.875000,8768134
2020-11-01,609000.000000,833000.000000,588000.000000,800000.000000,790172.000000,11489532
2020-12-01,808000.000000,863000.000000,777000.000000,824000.000000,813877.187500,8148365
2021-01-01,824000.000000,1050000.000000,824000.000000,917000.000000,917000.000000,11508278
2021-02-01,923000.000000,1043000.000000,825000.000000,831000.000000,831000.000000,8013276
2021-03-01,831000.000000,975000.000000,770000.000000,805000.000000,805000.000000,11116178
2021-04-01,817000.000000,965000.000000,801000.000000,932000.000000,932000.000000,8672901
2021-05-01,935000.000000,941000.000000,791000.000000,819000.000000,819000.000000,6296529
2021-06-01,818000.000000,863000.000000,795000.000000,850000.000000,850000.000000,5423854
2021-07-01,851000.000000,880000.000000,809000.000000,842000.000000,842000.000000,4590016
2021-08-01,848000.000000,910000.000000,752000.000000,758000.000000,758000.000000,7264591
2021-09-01,763000.000000,783000.000000,696000.000000,776000.000000,776000.000000,825074
